0.4063, 0.7541, 0.5160,
0.7286, 0.5905, -0.3471,
0.2552, -0.0472, -0.9657,
-0.3351, 0.2397, -0.9112,
-0.4468, 0.3066, -0.8404,
-0.3290, 0.3147, -0.8903,
0.0855, 0.3635, -0.9276,
0.0155, 0.4434, -0.8962,
-0.1625, 0.4830, -0.8604,
0.8548, 0.2497, 0.4549,
0.7691, 0.2169, 0.6012,
-0.0366, 0.2387, 0.9704,
0.5227, 0.7733, 0.3589,
0.5623, 0.7884, -0.2497,
-0.2289, 0.8285, 0.5110,
-0.5563, 0.8264, -0.0873,
0.9322, 0.3615, -0.0205,
0.0839, 0.9208, 0.3809,
-0.0888, 0.9678, -0.2356,
-0.8987, -0.1341, 0.4175,
-0.6191, 0.7790, -0.0998,
0.3201, 0.9412, 0.1081,
0.2594, -0.9639, 0.0602,
0.5178, 0.8447, 0.1356,
-0.2316, 0.9689, 0.0877,
-0.9629, -0.2314, 0.1389,
0.3332, -0.9428, -0.0122,
-0.2425, 0.9661, 0.0891,
-0.9683, -0.1165, 0.2211,
0.4658, -0.8786, 0.1052,
0.7439, 0.2715, -0.6107,
0.0900, 0.9531, -0.2889,
-0.4875, -0.0819, 0.8692,
0.0000, 0.0000, 1.0000,
-0.0738, 0.9874, -0.1400,
-0.9668, 0.1127, 0.2293,
-0.0116, -0.9903, 0.1383,
-0.9279, -0.1583, 0.3375,
0.9853, -0.1469, -0.0871,
0.0518, 0.9934, -0.1019,
0.3004, -0.9386, -0.1695,
-0.0794, 0.9967, 0.0181,
-0.9247, -0.1731, 0.3390,
0.4052, -0.1130, -0.9072,
0.0293, 0.9923, 0.1200,
-0.3759, -0.0247, 0.9263,
0.0055, -0.9722, 0.2341,
-0.8370, -0.3945, -0.3793,
0.6100, 0.3318, 0.7196,
-0.1415, 0.9889, 0.0460,
-0.1048, 0.9440, -0.3128,
-0.5841, 0.4287, -0.6893,
-0.8549, 0.4379, -0.2780,
0.8576, 0.4052, 0.3168,
-0.0299, 0.9994, 0.0191,
-0.5809, 0.5178, -0.6281,
0.5159, 0.4627, 0.7209,
0.0551, 0.9933, 0.1019,
-0.3406, 0.4336, -0.8343,
-0.1043, 0.2750, 0.9558,
-0.0446, 0.9816, 0.1858,
-0.0806, 0.9123, -0.4015,
0.0449, 0.9598, -0.2772,
0.8339, 0.5517, 0.0176,
0.8517, 0.4726, -0.2262,
-0.5551, -0.1600, -0.8163,
-0.1229, 0.9374, -0.3259,
0.3475, 0.9256, 0.1501,
0.2357, 0.8059, 0.5431,
0.9903, -0.1344, 0.0339,
0.1599, -0.9305, 0.3296,
-0.9670, 0.2183, 0.1314,
0.6083, 0.6497, -0.4559,
-0.3965, 0.8889, -0.2294,
-0.6658, 0.3247, -0.6718,
-0.9355, -0.0816, 0.3438,
0.0046, -0.9980, 0.0629,
-0.0216, 0.9998, -0.0009,
0.2453, 0.4088, 0.8790,
0.0626, 0.3333, 0.9407,
-0.2389, 0.0576, 0.9693,
0.4063, -0.7541, 0.5160,
0.7286, -0.5905, -0.3471,
0.2552, 0.0472, -0.9657,
-0.3351, -0.2397, -0.9112,
-0.4468, -0.3066, -0.8404,
-0.3290, -0.3147, -0.8903,
0.0855, -0.3635, -0.9276,
0.0155, -0.4434, -0.8962,
-0.1625, -0.4830, -0.8604,
0.8548, -0.2497, 0.4549,
0.7691, -0.2169, 0.6012,
-0.0366, -0.2387, 0.9704,
0.5227, -0.7733, 0.3589,
0.5623, -0.7884, -0.2497,
-0.2289, -0.8285, 0.5110,
-0.5563, -0.8264, -0.0873,
