-0.0000, 27.0885, 30.8219,
-2.0450, 27.2319, 28.2282,
-2.0582, 24.7576, 24.0410,
-0.0000, 24.3974, 28.4238,
-0.0000, 29.0873, 29.0218,
-0.0000, 32.3212, 27.1927,
-2.0884, 32.3700, 25.7655,
-2.1744, 29.1984, 26.9185,
-0.0000, 33.2404, 22.0848,
-1.7445, 33.2672, 23.9350,
-0.0000, 32.1804, 19.7318,
-2.3223, 32.1193, 20.6979,
0.0000, 28.8925, 16.3092,
0.0000, 27.0812, 12.7010,
-3.3525, 26.2354, 13.6121,
-2.9079, 28.5819, 17.5189,
0.0000, 25.6042, 8.6970,
-3.3757, 24.5401, 9.0536,
0.0000, 26.4970, 2.1741,
-3.2804, 24.8791, 2.6157,
0.0000, 26.6803, -7.6982,
-3.6544, 24.8363, -6.3575,
0.0000, 25.3245, -14.6359,
-1.9194, 24.2925, -14.6353,
-0.0000, 24.1466, 24.3242,
-2.9812, 18.6803, 20.5449,
0.0000, 18.2848, 21.1980,
-3.2777, 15.0750, 17.7647,
0.0000, 13.7558, 17.5363,
0.0000, 11.5128, 3.7129,
-2.5451, 12.1183, 3.4468,
-1.3624, 12.1497, -4.2886,
0.0000, 11.7975, -4.6510,
-4.5978, 27.2997, 24.4985,
-4.8934, 29.9157, 22.7877,
-3.9697, 27.5210, 21.7309,
-5.0498, 35.2758, 24.5531,
-3.7928, 31.9991, 21.4799,
-4.7676, 18.5883, 8.4302,
-5.4636, 18.3832, -3.9479,
-1.7552, 12.5796, 10.3958,
-5.6163, 19.1871, 12.9674,
-0.7778, 13.8666, -12.8599,
-1.6262, 20.3023, -15.6475,
0.0000, 19.5771, -15.3964,
0.0000, 14.0978, -12.5227,
-4.7294, 20.8495, -14.0553,
-1.3961, 21.4802, -18.1478,
-4.5795, 23.4952, 16.7811,
-3.0756, 9.9511, 14.6932,
-1.6111, 10.0868, 10.4149,
-5.1898, 10.2089, 13.3708,
-4.1528, 10.5694, 10.1094,
-3.0494, 4.9008, 14.6747,
-1.9419, 4.9008, 11.6696,
-4.1782, 4.9008, 11.2900,
-4.5150, 4.9008, 13.6343,
-2.6678, 2.4846, 15.3008,
-3.9743, -0.0000, 16.7669,
-2.8469, -0.0000, 15.0776,
-1.8712, 1.2131, 13.0738,
-4.3955, 2.4921, 14.5673,
-4.3553, -0.0000, 16.7246,
-4.3625, 1.2778, 12.5446,
-5.1395, -0.0000, 14.6874,
-5.0175, 16.0956, -14.2545,
-6.3441, 13.4243, -6.5320,
-2.6711, 2.4591, -12.3327,
-3.1553, 0.0000, -11.8437,
-2.9030, 0.9701, -14.3784,
-2.6041, 4.2492, -15.4709,
-2.3053, 7.9452, -16.6694,
-4.7845, 4.3395, -15.7809,
-4.5683, 8.1642, -17.2301,
-4.8552, 6.8862, -12.3984,
-4.7014, 2.3306, -11.3218,
-2.4505, 6.9397, -12.0649,
-5.0007, 1.0268, -14.4955,
-5.0389, 0.0000, -12.1277,
-5.1188, 1.3723, -9.2169,
-3.0684, 1.3463, -9.5733,
-4.3641, 0.0000, -9.4436,
0.0000, 22.1978, -18.5159,
0.0000, 10.7745, -22.3446,
-1.2560, 10.4135, -21.7051,
-1.1112, 9.1280, -19.7807,
0.0000, 8.7308, -19.1530,
0.0000, 6.8749, -26.6507,
-1.1616, 6.0054, -26.4655,
-0.8764, 4.3857, -26.0106,
0.0000, 3.9613, -26.0037,
0.0000, 4.7305, -31.0669,
-0.7252, 4.7608, -30.9058,
-0.7133, 4.7009, -30.9019,
0.0000, 4.6845, -31.0607,
-4.0446, 0.0000, -9.4097,
0.0000, 11.7368, 11.2638,
2.0582, 24.7576, 24.0410,
2.0450, 27.2319, 28.2282,
2.1743, 29.1984, 26.9185,
2.0884, 32.3700, 25.7655,
1.7445, 33.2672, 23.9350,
2.3223, 32.1193, 20.6979,
2.9079, 28.5819, 17.5189,
3.3525, 26.2354, 13.6121,
3.3757, 24.5401, 9.0536,
3.2804, 24.8791, 2.6157,
3.6544, 24.8363, -6.3575,
1.9194, 24.2925, -14.6353,
2.9813, 18.6803, 20.5449,
3.2777, 15.0750, 17.7647,
1.3624, 12.1497, -4.2886,
2.5451, 12.1183, 3.4468,
4.5978, 27.2997, 24.4985,
4.8934, 29.9157, 22.7877,
3.9697, 27.5210, 21.7309,
3.7928, 31.9991, 21.4799,
5.0498, 35.2758, 24.5531,
4.7676, 18.5883, 8.4302,
1.7552, 12.5796, 10.3958,
5.4636, 18.3832, -3.9479,
5.6163, 19.1871, 12.9674,
0.7778, 13.8666, -12.8599,
1.6263, 20.3023, -15.6475,
1.3961, 21.4802, -18.1478,
4.7294, 20.8495, -14.0553,
4.5795, 23.4952, 16.7811,
1.6111, 10.0868, 10.4149,
3.0756, 9.9511, 14.6932,
5.1898, 10.2089, 13.3708,
4.1528, 10.5694, 10.1094,
1.9419, 4.9008, 11.6696,
3.0494, 4.9008, 14.6747,
4.5150, 4.9008, 13.6343,
4.1782, 4.9008, 11.2900,
2.6678, 2.4846, 15.3008,
1.8712, 1.2131, 13.0738,
2.8469, -0.0000, 15.0776,
3.9743, -0.0000, 16.7669,
4.3553, 0.0000, 16.7246,
4.3955, 2.4922, 14.5673,
5.1395, -0.0000, 14.6874,
4.3625, 1.2778, 12.5446,
6.3441, 13.4243, -6.5320,
5.0175, 16.0956, -14.2545,
2.6711, 2.4591, -12.3327,
2.6042, 4.2492, -15.4709,
2.9030, 0.9701, -14.3784,
3.1553, 0.0000, -11.8437,
2.3053, 7.9452, -16.6694,
4.5683, 8.1642, -17.2301,
4.7845, 4.3395, -15.7809,
4.8552, 6.8862, -12.3984,
2.4505, 6.9397, -12.0649,
4.7014, 2.3306, -11.3218,
5.0389, 0.0000, -12.1277,
5.0007, 1.0268, -14.4955,
3.0684, 1.3463, -9.5733,
5.1188, 1.3723, -9.2169,
4.3641, 0.0000, -9.4436,
1.2560, 10.4135, -21.7051,
1.1112, 9.1280, -19.7807,
1.1616, 6.0054, -26.4656,
0.8764, 4.3857, -26.0106,
0.7252, 4.7608, -30.9058,
0.7133, 4.7009, -30.9019,
4.0446, 0.0000, -9.4097,
