0.2290, 0.9000, 0.0000,
0.2083, 0.8942, 0.0000,
0.1943, 0.8473, 0.0000,
0.2288, 0.8765, 0.0000,
0.2291, 0.9162, 0.0000,
0.2293, 0.9585, 0.0000,
0.1997, 0.9532, 0.0000,
0.1974, 0.9130, 0.0000,
0.2295, 0.9971, 0.0000,
0.1992, 0.9675, 0.0000,
0.6575, 0.9663, 0.0000,
0.6430, 0.9438, 0.0000,
0.6430, 0.9119, 0.0000,
0.6611, 0.9207, 0.0000,
0.6433, 0.8666, 0.0000,
0.6437, 0.8081, 0.0000,
0.6857, 0.8092, 0.0000,
0.6793, 0.8771, 0.0000,
0.6440, 0.7528, 0.0000,
0.6872, 0.7534, 0.0000,
0.6444, 0.6794, 0.0000,
0.6793, 0.6804, 0.0000,
0.6452, 0.6069, 0.0000,
0.6857, 0.6039, 0.0000,
0.6456, 0.5064, 0.0000,
0.6668, 0.5026, 0.0000,
0.2288, 0.8443, 0.0000,
0.1858, 0.7854, 0.0000,
0.2282, 0.7898, 0.0000,
0.1979, 0.7024, 0.0000,
0.2267, 0.6885, 0.0000,
0.2208, 0.5231, 0.0000,
0.1911, 0.5205, 0.0000,
0.1949, 0.4225, 0.0000,
0.2177, 0.4188, 0.0000,
0.1792, 0.8868, 0.0000,
0.1542, 0.9086, 0.0000,
0.1486, 0.8749, 0.0000,
0.7079, 0.9072, 0.0000,
0.7106, 0.9310, 0.0000,
0.6868, 0.9906, 0.0000,
0.6784, 0.9348, 0.0000,
0.1585, 0.9799, 0.0000,
0.1189, 0.5177, 0.0000,
0.1179, 0.4467, 0.0000,
0.1760, 0.6057, 0.0000,
0.7633, 0.7757, 0.0000,
0.7561, 0.7006, 0.0000,
0.1944, 0.3170, 0.0000,
0.1962, 0.2458, 0.0000,
0.2133, 0.2473, 0.0000,
0.2130, 0.3169, 0.0000,
0.6932, 0.4531, 0.0000,
0.7092, 0.4891, 0.0000,
0.6662, 0.4417, 0.0000,
0.8250, 0.8344, 0.0000,
0.7643, 0.8816, 0.0000,
0.7304, 0.8421, 0.0000,
0.1483, 0.6852, 0.0000,
0.1367, 0.6463, 0.0000,
0.8718, 0.7766, 0.0000,
0.8798, 0.7994, 0.0000,
0.8708, 0.7467, 0.0000,
0.1260, 0.6312, 0.0000,
0.0924, 0.7054, 0.0000,
0.0836, 0.6690, 0.0000,
0.9282, 0.7432, 0.0000,
0.9333, 0.7699, 0.0000,
0.0718, 0.6453, 0.0000,
0.0601, 0.7183, 0.0000,
0.0232, 0.7357, 0.0000,
0.0266, 0.7105, 0.0000,
0.0466, 0.6917, 0.0000,
0.9635, 0.7953, 0.0000,
0.9641, 0.7737, 0.0000,
0.9995, 0.7882, 0.0000,
0.9987, 0.7920, 0.0000,
0.9708, 0.7477, 0.0000,
0.9937, 0.7650, 0.0000,
0.0045, 0.6917, 0.0000,
0.0294, 0.6692, 0.0000,
0.0041, 0.7205, 0.0000,
0.0005, 0.7177, 0.0000,
0.7608, 0.6072, 0.0000,
0.7651, 0.4711, 0.0000,
0.8115, 0.5433, 0.0000,
0.7692, 0.4140, 0.0000,
0.0803, 0.2846, 0.0000,
0.0489, 0.2730, 0.0000,
0.0759, 0.2619, 0.0000,
0.1100, 0.2722, 0.0000,
0.8544, 0.4063, 0.0000,
0.8922, 0.4045, 0.0000,
0.8933, 0.4301, 0.0000,
0.8588, 0.4311, 0.0000,
0.1182, 0.3217, 0.0000,
0.0738, 0.3106, 0.0000,
0.1344, 0.3053, 0.0000,
0.9295, 0.4291, 0.0000,
0.9517, 0.4458, 0.0000,
0.9279, 0.4584, 0.0000,
0.0551, 0.3254, 0.0000,
0.0510, 0.3016, 0.0000,
0.9615, 0.4703, 0.0000,
0.9385, 0.4789, 0.0000,
0.9281, 0.4049, 0.0000,
0.9572, 0.4043, 0.0000,
0.9571, 0.4262, 0.0000,
0.1446, 0.2714, 0.0000,
0.1344, 0.4017, 0.0000,
0.8769, 0.4708, 0.0000,
0.6461, 0.4433, 0.0000,
0.6470, 0.3090, 0.0000,
0.6658, 0.3110, 0.0000,
0.1997, 0.1266, 0.0000,
0.2126, 0.1272, 0.0000,
0.6929, 0.3123, 0.0000,
0.6476, 0.2276, 0.0000,
0.6641, 0.2227, 0.0000,
0.2017, 0.0343, 0.0000,
0.2109, 0.0335, 0.0000,
0.6818, 0.2138, 0.0000,
0.6478, 0.1940, 0.0000,
0.6559, 0.1934, 0.0000,
0.2022, 0.0030, 0.0000,
0.2093, 0.0005, 0.0000,
0.6558, 0.1926, 0.0000,
0.9815, 0.4112, 0.0000,
0.9816, 0.4148, 0.0000,
0.9366, 0.7903, 0.0000,
0.7414, 0.9349, 0.0000,
0.0293, 0.3209, 0.0000,
0.0286, 0.3172, 0.0000,
0.0293, 0.2878, 0.0000,
0.6565, 0.1927, 0.0000,
0.6479, 0.1929, 0.0000,
0.2241, 0.6147, 0.0000,
0.2632, 0.8470, 0.0000,
0.2496, 0.8939, 0.0000,
0.2607, 0.9127, 0.0000,
0.2588, 0.9529, 0.0000,
0.2595, 0.9672, 0.0000,
0.6285, 0.9661, 0.0000,
0.6249, 0.9206, 0.0000,
0.6072, 0.8767, 0.0000,
0.6017, 0.8087, 0.0000,
0.6009, 0.7529, 0.0000,
0.6097, 0.6800, 0.0000,
0.6046, 0.6033, 0.0000,
0.6246, 0.5023, 0.0000,
0.2706, 0.7844, 0.0000,
0.2562, 0.7011, 0.0000,
0.2405, 0.4213, 0.0000,
0.2505, 0.5185, 0.0000,
0.2787, 0.8863, 0.0000,
0.3039, 0.9079, 0.0000,
